year,iso3,cntry,country_name,cntryID,residur_raw_v2,iussoli2_v2,iussoli3_v2,ecoreq_v2,crimreq_v2,iussoli_v2,natreq_v2,civint_v2,dualcit_v2,CITRIX_v2,CITRIX_firstgen_v2,dualcit_v2_plus1,residur_v2_plus1,intcon_v2_plus1,iussoli_v2_plus1,langtest_v2,cittest_v2,residur_v2,intcon_v2,period,CITRIX_nointcon_v2,CITRIX_catpca_os,CITRIX_1gen_v2,corrected,var1_corrected,var2_corrected,var1_corrected_justification,var2_corrected_justification,var3_corrected,var3_corrected_justification,residur_raw_v1,iussoli2_v1,iussoli3_v1,langtest_v1,cittest_v1,ecoreq_v1,crimreq_v1,iussoli_v1,natreq_v1,civint_v1,intcon_v1,dualcit_v1,residur_v1,CITRIX_v1,CITRIX_firstgen_v1,CITRIX_nointcon_v1,MIPEX_ATN_2020
1984,,pt,Portugal,33,6,67,100,50,50,77.89,50,100,100,78.222504,73.07692,101,61,76,78.889999,100,100,60,75,Cold War,79.296669,0.723280313,73.07692,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,
1985,,pt,Portugal,33,6,67,100,50,50,77.89,50,100,100,78.222504,73.07692,101,61,76,78.889999,100,100,60,75,Cold War,79.296669,0.723280313,73.07692,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,
1986,,pt,Portugal,33,6,67,100,50,50,77.89,50,100,100,78.222504,73.07692,101,61,76,78.889999,100,100,60,75,Cold War,79.296669,0.723280313,73.07692,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,
1987,,pt,Portugal,33,6,67,100,50,50,77.89,50,100,100,78.222504,73.07692,101,61,76,78.889999,100,100,60,75,Cold War,79.296669,0.723280313,73.07692,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,
1988,,pt,Portugal,33,6,67,100,50,50,77.89,50,100,100,78.222504,73.07692,101,61,76,78.889999,100,100,60,75,Cold War,79.296669,0.723280313,73.07692,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,
1989,,pt,Portugal,33,6,67,100,50,50,77.89,50,100,100,78.222504,73.07692,101,61,76,78.889999,100,100,60,75,Cold War,79.296669,0.723280313,73.07692,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,
1990,,pt,Portugal,33,6,67,100,50,50,77.89,50,100,100,78.222504,73.07692,101,61,76,78.889999,100,100,60,75,Cold War,79.296669,0.723280313,73.07692,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,
1991,,pt,Portugal,33,6,67,100,50,50,77.89,50,100,100,78.222504,73.07692,101,61,76,78.889999,100,100,60,75,Cold War,79.296669,0.723280313,73.07692,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,
1992,,pt,Portugal,33,6,67,100,50,50,77.89,50,100,100,78.222504,73.07692,101,61,76,78.889999,100,100,60,75,1990s,79.296669,0.723280313,73.07692,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,
1993,,pt,Portugal,33,6,67,100,50,50,77.89,50,100,100,78.222504,73.07692,101,61,76,78.889999,100,100,60,75,1990s,79.296669,0.723280313,73.07692,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,
1994,,pt,Portugal,33,10,67,100,50,50,77.89,50,100,100,71.555832,62.820515,101,34.333332,76,78.889999,100,100,33.333332,75,1990s,70.407776,0.235623592,62.820515,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,10,67,100,50,100,100,100,78,100,75,87.5,100,38.46154,75.990387,75.320511,88.5,
1995,,pt,Portugal,33,10,67,100,50,50,77.89,50,100,100,71.555832,62.820515,101,34.333332,76,78.889999,100,100,33.333332,75,1990s,70.407776,0.235623592,62.820515,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,10,67,100,50,100,100,100,78,100,75,87.5,100,38.46154,75.990387,75.320511,88.5,
1996,,pt,Portugal,33,10,67,100,50,50,77.89,50,100,100,71.555832,62.820515,101,34.333332,76,78.889999,100,100,33.333332,75,1990s,70.407776,0.235623592,62.820515,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,10,67,100,50,100,100,100,78,100,75,87.5,100,38.46154,75.990387,75.320511,88.5,
1997,,pt,Portugal,33,10,67,100,50,50,77.89,50,100,100,71.555832,62.820515,101,34.333332,76,78.889999,100,100,33.333332,75,1990s,70.407776,0.235623592,62.820515,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,10,67,100,50,100,100,100,78,100,75,87.5,100,38.46154,75.990387,75.320511,88.5,
1998,,pt,Portugal,33,10,67,100,50,50,77.89,50,100,100,71.555832,62.820515,101,34.333332,76,78.889999,100,100,33.333332,75,1990s,70.407776,0.235623592,62.820515,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,10,67,100,50,100,100,100,78,100,75,87.5,100,38.46154,75.990387,75.320511,88.5,
1999,,pt,Portugal,33,10,67,100,50,50,77.89,50,100,100,71.555832,62.820515,101,34.333332,76,78.889999,100,100,33.333332,75,1990s,70.407776,0.235623592,62.820515,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,10,67,100,50,100,100,100,78,100,75,87.5,100,38.46154,75.990387,75.320511,88.5,
2000,,pt,Portugal,33,10,67,100,50,50,77.89,50,100,100,71.555832,62.820515,101,34.333332,76,78.889999,100,100,33.333332,75,1990s,70.407776,0.235623592,62.820515,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,10,67,100,50,100,100,100,78,100,75,87.5,100,38.46154,75.990387,75.320511,88.5,
2001,,pt,Portugal,33,10,67,100,50,50,77.89,50,100,100,71.555832,62.820515,101,34.333332,76,78.889999,100,100,33.333332,75,1990s,70.407776,0.235623592,62.820515,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,10,67,100,50,100,100,100,78,100,75,87.5,100,38.46154,75.990387,75.320511,88.5,
2002,,pt,Portugal,33,10,67,100,50,50,77.89,50,100,100,71.555832,62.820515,101,34.333332,76,78.889999,100,100,33.333332,75,Post 9/11,70.407776,0.235623592,62.820515,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,10,67,100,50,100,100,100,78,100,75,87.5,100,38.46154,75.990387,75.320511,88.5,
2003,,pt,Portugal,33,10,67,100,50,50,77.89,50,100,100,71.555832,62.820515,101,34.333332,76,78.889999,100,100,33.333332,75,Post 9/11,70.407776,0.235623592,62.820515,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,10,67,100,50,100,100,100,78,100,75,87.5,100,38.46154,75.990387,75.320511,88.5,
2004,,pt,Portugal,33,10,67,100,50,50,77.89,50,100,100,71.555832,62.820515,101,34.333332,76,78.889999,100,100,33.333332,75,Post 9/11,70.407776,0.235623592,62.820515,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,10,67,100,50,100,100,100,78,100,75,87.5,100,38.46154,75.990387,75.320511,88.5,
2005,,pt,Portugal,33,10,67,100,50,50,77.89,50,100,100,71.555832,62.820515,101,34.333332,76,78.889999,100,100,33.333332,75,Post 9/11,70.407776,0.235623592,62.820515,3,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,10,67,100,50,100,100,100,78,100,75,87.5,100,38.46154,75.990387,75.320511,88.5,
2006,,pt,Portugal,33,6,67,100,100,50,77.89,75,100,100,81.347504,77.243591,101,61,88.5,78.889999,100,100,60,87.5,Post 9/11,79.296669,0.723280313,77.243591,2,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,ecoreq,requirement to economical subsistence - according to actual law and report GLOBALCIT,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,
2007,,pt,Portugal,33,6,67,100,100,50,77.89,75,66.5,100,77.160004,77.243591,101,61,71.75,78.889999,33,100,60,70.75,Post 9/11,79.296669,0.723280313,77.243591,2,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,N/A,N/A,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,73
2008,,pt,Portugal,33,6,67,100,100,50,77.89,75,66.5,100,77.160004,77.243591,101,61,71.75,78.889999,33,100,60,70.75,Post 9/11,79.296669,0.723280313,77.243591,2,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,N/A,N/A,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,73
2009,,pt,Portugal,33,6,67,100,100,50,77.89,75,66.5,100,77.160004,77.243591,101,61,71.75,78.889999,33,100,60,70.75,Great Recession,79.296669,0.723280313,77.243591,2,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,N/A,N/A,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,73
2010,,pt,Portugal,33,6,67,100,100,50,77.89,75,66.5,100,77.160004,77.243591,101,61,71.75,78.889999,33,100,60,70.75,Great Recession,79.296669,0.723280313,77.243591,2,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,N/A,N/A,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,73
2011,,pt,Portugal,33,6,67,100,100,50,77.89,75,66.5,100,77.160004,77.243591,101,61,71.75,78.889999,33,100,60,70.75,Great Recession,79.296669,0.723280313,77.243591,2,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,N/A,N/A,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,73
2012,,pt,Portugal,33,6,67,100,100,50,77.89,75,66.5,100,77.160004,77.243591,101,61,71.75,78.889999,33,100,60,70.75,Great Recession,79.296669,0.723280313,77.243591,2,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,N/A,N/A,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,73
2013,,pt,Portugal,33,6,67,100,100,50,77.89,75,66.5,100,77.160004,77.243591,101,61,71.75,78.889999,33,100,60,70.75,Great Recession,79.296669,0.723280313,77.243591,2,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,N/A,N/A,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,73
2014,,pt,Portugal,33,6,67,100,100,50,77.89,75,66.5,100,77.160004,77.243591,101,61,71.75,78.889999,33,100,60,70.75,Great Recession,79.296669,0.723280313,77.243591,2,langtest,crimreq,sufficient knowledge necessary - according to actual law retrieved through GLOBALCIT and country report,crimreq does exist according to GLOBALCIT resources and MIPEX CORE,N/A,N/A,6,67,100,50,100,100,100,78,100,75,87.5,100,69.230766,83.682693,85.57692,88.5,73
2015,,pt,Portugal,33,6,67,100,100,50,77.89,75,66.5,100,77.160004,77.243591,101,61,71.75,78.889999,33,100,60,70.75,Post Refugee Crisis,79.296669,0.723280313,77.243591,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,73
2016,,pt,Portugal,33,6,67,100,100,50,77.89,75,66.5,100,77.160004,77.243591,101,61,71.75,78.889999,33,100,60,70.75,Post Refugee Crisis,79.296669,0.723280313,77.243591,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,73
2017,,pt,Portugal,33,6,67,100,100,50,77.89,75,66.5,100,77.160004,77.243591,101,61,71.75,78.889999,33,100,60,70.75,Post Refugee Crisis,79.296669,0.723280313,77.243591,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,73
2018,,pt,Portugal,33,5,67,100,100,50,77.89,75,66.5,100,78.826668,79.807693,101,67.666664,71.75,78.889999,33,100,66.666664,70.75,Post Refugee Crisis,81.51889,0.947231612,79.807693,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,85.5
2019,PRT,pt,Portugal,33,5,67,100,100,50,77.89,75,66.5,100,78.826668,79.807693,101,67.666664,71.75,78.889999,33,100,66.666664,70.75,Post Refugee Crisis,81.51889,0.947231612,79.807693,0,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,85.5
2010,,,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2011,,,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2012,,,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2013,,,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2014,,,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2015,,,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2016,,,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2017,,,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2018,,,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2019,ROU,,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2014,,,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75
2015,,,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75
2016,,,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75
2017,,,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75
2018,,,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75
2019,RUS,,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.75
2014,,,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2015,,,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2016,,,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2017,,,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2018,,,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2019,SRB,,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.5
2007,,,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.125
2008,,,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.125
2009,,,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.125
2010,,,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.125
2011,,,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.125
2012,,,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.125
2013,,,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.125
2014,,,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.125
2015,,,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.125
2016,,,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.125
2017,,,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.125
2018,,,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.125
2019,SVK,,Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.125
2007,,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2008,,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2009,,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2010,,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2011,,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2012,,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2013,,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2014,,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2015,,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2016,,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2017,,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2018,,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
2019,SVN,,Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.875
1980,,es,Spain,15,10,33,50,0,0,38.61,0,0,0,17.985832,12.820514,1,34.333332,1,39.610001,0,0,33.333332,0,Cold War,23.981112,-1.438616,12.820514,0,N/A,N/A,N/A,N/A,N/A,N/A,10,33,50,0,0,0,0,38.666668,0,0,0,0,38.46154,19.282051,12.820514,12.888889,
1981,,es,Spain,15,10,33,50,0,0,38.61,0,0,0,17.985832,12.820514,1,34.333332,1,39.610001,0,0,33.333332,0,Cold War,23.981112,-1.438616,12.820514,0,N/A,N/A,N/A,N/A,N/A,N/A,10,33,50,0,0,0,0,38.666668,0,0,0,0,38.46154,19.282051,12.820514,12.888889,
1982,,es,Spain,15,10,33,100,0,0,55.11,0,0,0,22.110832,12.820514,1,34.333332,1,56.110001,0,0,33.333332,0,Cold War,29.481112,-1.438616,12.820514,0,N/A,N/A,N/A,N/A,N/A,N/A,10,33,100,0,0,0,0,55.333332,0,0,0,0,38.46154,23.448719,12.820514,18.444445,
1983,,es,Spain,15,10,33,100,0,0,55.11,0,0,0,22.110832,12.820514,1,34.333332,1,56.110001,0,0,33.333332,0,Cold War,29.481112,-1.438616,12.820514,0,N/A,N/A,N/A,N/A,N/A,N/A,10,33,100,0,0,0,0,55.333332,0,0,0,0,38.46154,23.448719,12.820514,18.444445,
1984,,es,Spain,15,10,33,100,0,0,55.11,0,0,0,22.110832,12.820514,1,34.333332,1,56.110001,0,0,33.333332,0,Cold War,29.481112,-1.438616,12.820514,0,N/A,N/A,N/A,N/A,N/A,N/A,10,33,100,0,0,0,0,55.333332,0,0,0,0,38.46154,23.448719,12.820514,18.444445,
1985,,es,Spain,15,10,33,100,0,0,55.11,0,0,0,22.110832,12.820514,1,34.333332,1,56.110001,0,0,33.333332,0,Cold War,29.481112,-1.438616,12.820514,0,N/A,N/A,N/A,N/A,N/A,N/A,10,33,100,0,0,0,0,55.333332,0,0,0,0,38.46154,23.448719,12.820514,18.444445,
1986,,es,Spain,15,10,33,100,0,0,55.11,0,0,0,22.110832,12.820514,1,34.333332,1,56.110001,0,0,33.333332,0,Cold War,29.481112,-1.438616,12.820514,0,N/A,N/A,N/A,N/A,N/A,N/A,10,33,100,0,0,0,0,55.333332,0,0,0,0,38.46154,23.448719,12.820514,18.444445,
1987,,es,Spain,15,10,33,100,0,0,55.11,0,0,0,22.110832,12.820514,1,34.333332,1,56.110001,0,0,33.333332,0,Cold War,29.481112,-1.438616,12.820514,0,N/A,N/A,N/A,N/A,N/A,N/A,10,33,100,0,0,0,0,55.333332,0,0,0,0,38.46154,23.448719,12.820514,18.444445,
1988,,es,Spain,15,10,33,100,0,0,55.11,0,0,0,22.110832,12.820514,1,34.333332,1,56.110001,0,0,33.333332,0,Cold War,29.481112,-1.438616,12.820514,0,N/A,N/A,N/A,N/A,N/A,N/A,10,33,100,0,0,0,0,55.333332,0,0,0,0,38.46154,23.448719,12.820514,18.444445,
1989,,es,Spain,15,10,33,100,0,0,55.11,0,0,0,22.110832,12.820514,1,34.333332,1,56.110001,0,0,33.333332,0,Cold War,29.481112,-1.438616,12.820514,0,N/A,N/A,N/A,N/A,N/A,N/A,10,33,100,0,0,0,0,55.333332,0,0,0,0,38.46154,23.448719,12.820514,18.444445,
1990,,es,Spain,15,10,33,100,0,0,55.11,0,0,50,34.610832,29.487181,51,34.333332,1,56.110001,0,0,33.333332,0,Cold War,46.147778,-1.438616,29.487181,0,N/A,N/A,N/A,N/A,N/A,N/A,10,33,100,0,0,0,0,55.333332,0,0,0,50,38.46154,35.948719,29.487181,35.111111,
1991,,es,Spain,15,10,33,100,0,0,55.11,0,0,50,34.610832,29.487181,51,34.333332,1,56.110001,0,0,33.333332,0,Cold War,46.147778,-1.438616,29.487181,0,N/A,N/A,N/A,N/A,N/A,N/A,10,33,100,0,0,0,0,55.333332,0,0,0,50,38.46154,35.948719,29.487181,35.111111,
1992,,es,Spain,15,10,33,100,0,0,55.11,0,0,50,34.610832,29.487181,51,34.333332,1,56.110001,0,0,33.333332,0,1990s,46.147778,-1.438616,29.487181,0,N/A,N/A,N/A,N/A,N/A,N/A,10,33,100,0,0,0,0,55.333332,0,0,0,50,38.46154,35.948719,29.487181,35.111111,
1993,,es,Spain,15,10,33,100,0,0,55.11,0,0,50,34.610832,29.487181,51,34.333332,1,56.110001,0,0,33.333332,0,1990s,46.147778,-1.438616,29.487181,0,N/A,N/A,N/A,N/A,N/A,N/A,10,33,100,0,0,0,0,55.333332,0,0,0,50,38.46154,35.948719,29.487181,35.111111,
1994,,es,Spain,15,10,33,100,0,0,55.11,0,0,50,34.610832,29.487181,51,34.333332,1,56.110001,0,0,33.333332,0,1990s,46.147778,-1.438616,29.487181,0,N/A,N/A,N/A,N/A,N/A,N/A,10,33,100,0,0,0,0,55.333332,0,0,0,50,38.46154,35.948719,29.487181,35.111111,
1995,,es,Spain,15,10,33,100,0,0,55.11,0,0,50,34.610832,29.487181,51,34.333332,1,56.110001,0,0,33.333332,0,1990s,46.147778,-1.438616,29.487181,0,N/A,N/A,N/A,N/A,N/A,N/A,10,33,100,0,0,0,0,55.333332,0,0,0,50,38.46154,35.948719,29.487181,35.111111,
